ExecutionTime,CumulativeProbability
5.382,0.0033333333333333335
5.39,0.006666666666666667
5.413,0.01
5.431,0.013333333333333334
5.539,0.016666666666666666
5.548,0.02
5.551,0.023333333333333334
5.552,0.02666666666666667
5.574,0.03
5.615,0.03333333333333333
5.622,0.03666666666666667
5.63,0.04
5.667,0.043333333333333335
5.681,0.04666666666666667
5.689,0.05
5.713,0.05333333333333334
5.743,0.056666666666666664
5.759,0.06
5.764,0.06333333333333334
5.809,0.06666666666666667
5.826,0.07
5.84,0.07333333333333333
5.849,0.07666666666666666
5.853,0.08
5.859,0.08333333333333333
5.861,0.08666666666666667
5.865,0.09
5.865,0.09333333333333334
5.865,0.09666666666666666
5.866,0.1
5.87,0.10333333333333333
5.87,0.10666666666666667
5.878,0.11
5.878,0.11333333333333333
5.887,0.11666666666666667
5.892,0.12
5.895,0.12333333333333334
5.896,0.12666666666666668
5.9,0.13
5.901,0.13333333333333333
5.902,0.13666666666666666
5.904,0.14
5.904,0.14333333333333334
5.907,0.14666666666666667
5.907,0.15
5.91,0.15333333333333332
5.912,0.15666666666666668
5.914,0.16
5.917,0.16333333333333333
5.918,0.16666666666666666
5.919,0.17
5.92,0.17333333333333334
5.929,0.17666666666666667
5.931,0.18
5.933,0.18333333333333332
5.935,0.18666666666666668
5.937,0.19
5.942,0.19333333333333333
5.942,0.19666666666666666
5.944,0.2
5.947,0.20333333333333334
5.948,0.20666666666666667
5.949,0.21
5.95,0.21333333333333335
5.95,0.21666666666666667
5.954,0.22
5.955,0.22333333333333333
5.956,0.22666666666666666
5.958,0.23
5.961,0.23333333333333334
5.963,0.23666666666666666
5.968,0.24
5.972,0.24333333333333335
5.981,0.24666666666666667
5.981,0.25
5.989,0.25333333333333335
5.993,0.25666666666666665
6.004,0.26
6.011,0.2633333333333333
6.017,0.26666666666666666
6.022,0.27
6.031,0.2733333333333333
6.039,0.27666666666666667
6.051,0.28
6.052,0.2833333333333333
6.062,0.2866666666666667
6.062,0.29
6.062,0.29333333333333333
6.074,0.2966666666666667
6.079,0.3
6.079,0.30333333333333334
6.081,0.30666666666666664
6.082,0.31
6.083,0.31333333333333335
6.087,0.31666666666666665
6.091,0.32
6.095,0.3233333333333333
6.097,0.32666666666666666
6.099,0.33
6.103,0.3333333333333333
6.107,0.33666666666666667
6.118,0.34
6.119,0.3433333333333333
6.127,0.3466666666666667
6.128,0.35
6.13,0.35333333333333333
6.131,0.3566666666666667
6.133,0.36
6.137,0.36333333333333334
6.138,0.36666666666666664
6.146,0.37
6.147,0.37333333333333335
6.153,0.37666666666666665
6.154,0.38
6.156,0.38333333333333336
6.166,0.38666666666666666
6.167,0.39
6.171,0.3933333333333333
6.174,0.39666666666666667
6.175,0.4
6.175,0.4033333333333333
6.176,0.4066666666666667
6.183,0.41
6.192,0.41333333333333333
6.192,0.4166666666666667
6.193,0.42
6.194,0.42333333333333334
6.195,0.4266666666666667
6.195,0.43
6.197,0.43333333333333335
6.201,0.43666666666666665
6.203,0.44
6.204,0.44333333333333336
6.204,0.44666666666666666
6.205,0.45
6.205,0.4533333333333333
6.207,0.45666666666666667
6.212,0.46
6.212,0.4633333333333333
6.212,0.4666666666666667
6.217,0.47
6.217,0.47333333333333333
6.22,0.4766666666666667
6.22,0.48
6.226,0.48333333333333334
6.226,0.4866666666666667
6.24,0.49
6.243,0.49333333333333335
6.251,0.49666666666666665
6.252,0.5
6.261,0.5033333333333333
6.272,0.5066666666666667
6.272,0.51
6.273,0.5133333333333333
6.274,0.5166666666666667
6.274,0.52
6.277,0.5233333333333333
6.277,0.5266666666666666
6.29,0.53
6.298,0.5333333333333333
6.303,0.5366666666666666
6.303,0.54
6.32,0.5433333333333333
6.334,0.5466666666666666
6.335,0.55
6.344,0.5533333333333333
6.353,0.5566666666666666
6.357,0.56
6.363,0.5633333333333334
6.364,0.5666666666666667
6.364,0.57
6.369,0.5733333333333334
6.378,0.5766666666666667
6.379,0.58
6.393,0.5833333333333334
6.395,0.5866666666666667
6.395,0.59
6.401,0.5933333333333334
6.413,0.5966666666666667
6.417,0.6
6.433,0.6033333333333334
6.437,0.6066666666666667
6.442,0.61
6.445,0.6133333333333333
6.445,0.6166666666666667
6.447,0.62
6.448,0.6233333333333333
6.449,0.6266666666666667
6.452,0.63
6.459,0.6333333333333333
6.472,0.6366666666666667
6.478,0.64
6.499,0.6433333333333333
6.511,0.6466666666666666
6.513,0.65
6.525,0.6533333333333333
6.53,0.6566666666666666
6.533,0.66
6.548,0.6633333333333333
6.55,0.6666666666666666
6.555,0.67
6.563,0.6733333333333333
6.563,0.6766666666666666
6.564,0.68
6.564,0.6833333333333333
6.568,0.6866666666666666
6.571,0.69
6.578,0.6933333333333334
6.595,0.6966666666666667
6.598,0.7
6.609,0.7033333333333334
6.613,0.7066666666666667
6.617,0.71
6.622,0.7133333333333334
6.653,0.7166666666666667
6.655,0.72
6.657,0.7233333333333334
6.66,0.7266666666666667
6.667,0.73
6.685,0.7333333333333333
6.687,0.7366666666666667
6.698,0.74
6.698,0.7433333333333333
6.699,0.7466666666666667
6.707,0.75
6.707,0.7533333333333333
6.718,0.7566666666666667
6.728,0.76
6.743,0.7633333333333333
6.749,0.7666666666666667
6.762,0.77
6.773,0.7733333333333333
6.784,0.7766666666666666
6.787,0.78
6.797,0.7833333333333333
6.807,0.7866666666666666
6.809,0.79
6.81,0.7933333333333333
6.825,0.7966666666666666
6.826,0.8
6.828,0.8033333333333333
6.833,0.8066666666666666
6.85,0.81
6.855,0.8133333333333334
6.857,0.8166666666666667
6.862,0.82
6.863,0.8233333333333334
6.864,0.8266666666666667
6.868,0.83
6.87,0.8333333333333334
6.873,0.8366666666666667
6.901,0.84
6.907,0.8433333333333334
6.908,0.8466666666666667
6.93,0.85
7.006,0.8533333333333334
7.088,0.8566666666666667
7.105,0.86
7.168,0.8633333333333333
7.365,0.8666666666666667
9.062,0.87
9.119,0.8733333333333333
9.131,0.8766666666666667
9.135,0.88
9.239,0.8833333333333333
9.257,0.8866666666666667
9.257,0.89
9.269,0.8933333333333333
9.54,0.8966666666666666
9.56,0.9
9.56,0.9033333333333333
9.604,0.9066666666666666
9.605,0.91
9.628,0.9133333333333333
9.664,0.9166666666666666
9.677,0.92
9.8,0.9233333333333333
9.803,0.9266666666666666
9.915,0.93
9.945,0.9333333333333333
9.983,0.9366666666666666
10.029,0.94
10.078,0.9433333333333334
10.163,0.9466666666666667
10.182,0.95
10.254,0.9533333333333334
10.28,0.9566666666666667
10.309,0.96
10.363,0.9633333333333334
10.461,0.9666666666666667
10.492,0.97
10.548,0.9733333333333334
10.581,0.9766666666666667
10.71,0.98
10.969,0.9833333333333333
11.134,0.9866666666666667
11.371,0.99
11.943,0.9933333333333333
11.965,0.9966666666666667
12.905,1.0
